1,0,0,0,0
0.3,0.9539,0,0,0
0.3,0.2201,0.9282,0,0
0.3,0.2201,0.174,0.9117,0
0.3,0.2201,0.174,0.144,0.9003
1,0,0,0,0
0.3319,1.0552,0,0,0
0.3609,0.2648,1.1166,0,0
0.3878,0.2846,0.225,1.1785,0
0.4129,0.303,0.2395,0.1981,1.2391
1.3764,0,0,0,0
0.3878,1.2331,0,0,0
0.3609,0.2648,1.1166,0,0
0.3319,0.2435,0.1925,1.0085,0
0.3,0.2201,0.174,0.144,0.9003
