1,0,0,0,0
-0.15,0.9887,0,0,0
-0.15,-0.1745,0.9732,0,0
-0.15,-0.1745,-0.2085,0.9506,0
-0.15,-0.1745,-0.2085,-0.2592,0.9145
1,0,0,0,0
-0.1659,1.0937,0,0,0
-0.1805,-0.2099,1.1707,0,0
-0.1939,-0.2255,-0.2696,1.2287,0
-0.2065,-0.2401,-0.287,-0.3568,1.2587
1.3764,0,0,0,0
-0.1939,1.278,0,0,0
-0.1805,-0.2099,1.1707,0,0
-0.1659,-0.193,-0.2307,1.0515,0
-0.15,-0.1745,-0.2085,-0.2592,0.9145
