1,0,0,0,0
0.7,0.7141,0,0,0
0.7,0.2941,0.6508,0,0
0.7,0.2941,0.1898,0.6225,0
0.7,0.2941,0.1898,0.1406,0.6064
1,0,0,0,0
0.7743,0.79,0,0,0
0.8421,0.3538,0.7829,0,0
0.9048,0.3801,0.2454,0.8046,0
0.9635,0.4047,0.2613,0.1935,0.8347
1.3764,0,0,0,0
0.9048,0.9231,0,0,0
0.8421,0.3538,0.7829,0,0
0.7743,0.3253,0.21,0.6886,0
0.7,0.2941,0.1898,0.1406,0.6064
