0.104411,114.176280
0.177391,107.231895
0.058443,109.015275
0.096000,111.563984
0.071133,112.742424
0.054250,117.332010
0.060686,119.861360
0.047770,115.774129
0.143461,108.019223
0.044102,109.104403
0.065149,112.459299
0.056308,113.563003
0.036900,118.100150
0.044657,120.828229
0.017246,117.173318
0.103174,109.731477
0.034840,109.263174
0.039138,113.698517
0.041648,114.465951
0.023732,118.729516
0.030008,122.024902
0.005665,117.999111
0.063523,112.621093
0.027680,109.817441
0.020601,115.098016
0.028195,115.502612
0.014712,119.166832
0.018202,123.177753
0.002636,118.339674
0.032102,116.535845
0.020836,110.818397
0.009595,116.429017
0.017095,116.916497
0.008915,119.756591
0.009918,124.371335
0.002101,118.438581
0.012723,120.788700
0.014166,112.202066
0.004164,117.457810
0.009108,118.698349
0.005235,120.792496
0.004852,125.755374
0.002040,118.458459
0.003787,124.404199
0.008401,114.241129
0.001876,118.061957
0.004205,120.697971
0.002903,122.142366
0.002144,127.140079
0.002036,118.461102
0.000820,126.746562
0.004231,117.231013
0.000961,118.509553
0.001665,122.743267
0.001480,123.499211
0.000875,128.175757
0.002036,118.461316
0.000128,127.885758
0.001766,121.209742
0.000534,119.258065
0.000563,124.644094
0.000679,124.900189
0.000342,128.856630
0.002036,118.461325
0.000017,128.298952
0.000593,125.881467
0.000286,120.422737
0.000164,126.237882
0.000276,126.579561
0.000132,129.584798
0.002036,118.461325
0.000004,128.409350
0.000155,130.549821
0.000136,121.949289
0.000043,127.382654
0.000098,128.532113
0.000050,130.699211
